"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"0"	24	719982	3.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"24 years"	"24"	10	833814	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"25 years"	"25"	12	819510	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"26 years"	"26"	13	815760	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"27 years"	"27"	28	828295	3.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"28 years"	"28"	19	845331	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"29 years"	"29"	32	859702	3.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"30 years"	"30"	38	883690	4.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"31 years"	"31"	36	902771	4.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"32 years"	"32"	52	907403	5.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"33 years"	"33"	62	881660	7.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"34 years"	"34"	61	863524	7.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"35 years"	"35"	74	851491	8.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"36 years"	"36"	81	851933	9.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"37 years"	"37"	88	853786	10.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"38 years"	"38"	101	840273	12.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"39 years"	"39"	112	855048	13.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"40 years"	"40"	121	854452	14.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"41 years"	"41"	111	845330	13.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"42 years"	"42"	121	844235	14.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"43 years"	"43"	137	811888	16.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"44 years"	"44"	147	796680	18.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"45 years"	"45"	162	791617	20.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"46 years"	"46"	162	763679	21.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"47 years"	"47"	169	773692	21.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"48 years"	"48"	193	762137	25.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"49 years"	"49"	213	777108	27.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"50 years"	"50"	234	811907	28.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"51 years"	"51"	270	850702	31.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"52 years"	"52"	273	829332	32.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"53 years"	"53"	258	793627	32.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"54 years"	"54"	286	777377	36.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"55 years"	"55"	338	781348	43.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"56 years"	"56"	363	794228	45.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"57 years"	"57"	396	829100	47.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"58 years"	"58"	413	848486	48.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"59 years"	"59"	398	846017	47.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"60 years"	"60"	434	846087	51.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"61 years"	"61"	517	841234	61.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"62 years"	"62"	539	825337	65.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"63 years"	"63"	488	812037	60.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"64 years"	"64"	550	804411	68.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"65 years"	"65"	567	794583	71.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"66 years"	"66"	529	764378	69.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"67 years"	"67"	583	749230	77.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"68 years"	"68"	537	727051	73.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"69 years"	"69"	534	698507	76.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"70 years"	"70"	572	673479	84.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"71 years"	"71"	551	646883	85.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"72 years"	"72"	579	618165	93.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"73 years"	"73"	585	604516	96.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"74 years"	"74"	622	591734	105.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"75 years"	"75"	613	618809	99.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"76 years"	"76"	586	444144	131.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"77 years"	"77"	548	427587	128.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"78 years"	"78"	551	414005	133.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"79 years"	"79"	553	413566	133.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"80 years"	"80"	546	351837	155.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"81 years"	"81"	536	316838	169.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"82 years"	"82"	489	288984	169.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"83 years"	"83"	502	264605	189.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"84 years"	"84"	530	244810	216.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"85 years"	"85"	485	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"86 years"	"86"	484	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"87 years"	"87"	466	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"88 years"	"88"	418	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"89 years"	"89"	416	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"90 years"	"90"	331	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"91 years"	"91"	343	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"92 years"	"92"	351	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"93 years"	"93"	267	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"94 years"	"94"	245	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"95 years"	"95"	227	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"96 years"	"96"	200	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"97 years"	"97"	144	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"98 years"	"98"	108	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"99 years"	"99"	60	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"100+ years"	"100"	138	Not Applicable	Not Applicable
"Total"	"2022 "	"2022"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"			24007	65250853	36.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"0"	10	419177	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"25 years"	"25"	13	517238	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"26 years"	"26"	17	522060	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"27 years"	"27"	18	533204	Unreliable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"28 years"	"28"	24	544762	4.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"29 years"	"29"	34	554206	6.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"30 years"	"30"	26	572210	4.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"31 years"	"31"	50	584440	8.6
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"32 years"	"32"	50	585895	8.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"33 years"	"33"	70	564382	12.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"34 years"	"34"	55	551696	10.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"35 years"	"35"	58	540598	10.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"36 years"	"36"	56	539750	10.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"37 years"	"37"	76	539040	14.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"38 years"	"38"	84	528405	15.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"39 years"	"39"	74	534656	13.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"40 years"	"40"	85	534021	15.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"41 years"	"41"	101	523052	19.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"42 years"	"42"	92	517641	17.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"43 years"	"43"	109	494574	22.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"44 years"	"44"	101	483452	20.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"45 years"	"45"	102	478848	21.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"46 years"	"46"	91	463766	19.6
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"47 years"	"47"	96	466184	20.6
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"48 years"	"48"	119	454807	26.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"49 years"	"49"	124	455096	27.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"50 years"	"50"	146	468486	31.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"51 years"	"51"	158	491345	32.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"52 years"	"52"	161	487294	33.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"53 years"	"53"	182	469502	38.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"54 years"	"54"	169	454059	37.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"55 years"	"55"	198	449069	44.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"56 years"	"56"	184	451199	40.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"57 years"	"57"	204	468725	43.5
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"58 years"	"58"	237	479338	49.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"59 years"	"59"	245	483001	50.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"60 years"	"60"	277	484859	57.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"61 years"	"61"	297	483941	61.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"62 years"	"62"	248	478733	51.8
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"63 years"	"63"	297	468100	63.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"64 years"	"64"	301	465069	64.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"65 years"	"65"	257	459363	55.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"66 years"	"66"	307	444270	69.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"67 years"	"67"	294	437573	67.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"68 years"	"68"	324	424764	76.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"69 years"	"69"	280	409949	68.3
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"70 years"	"70"	304	393878	77.2
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"71 years"	"71"	318	376701	84.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"72 years"	"72"	306	362764	84.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"73 years"	"73"	299	350002	85.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"74 years"	"74"	322	339427	94.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"75 years"	"75"	330	350889	94.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"76 years"	"76"	272	256927	105.9
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"77 years"	"77"	275	246930	111.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"78 years"	"78"	308	236853	130.0
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"79 years"	"79"	320	232433	137.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"80 years"	"80"	313	199221	157.1
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"81 years"	"81"	277	179005	154.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"82 years"	"82"	261	164502	158.7
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"83 years"	"83"	276	150297	183.6
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"84 years"	"84"	260	139463	186.4
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"85 years"	"85"	243	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"86 years"	"86"	269	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"87 years"	"87"	256	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"88 years"	"88"	252	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"89 years"	"89"	240	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"90 years"	"90"	244	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"91 years"	"91"	219	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"92 years"	"92"	212	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"93 years"	"93"	153	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"94 years"	"94"	143	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"95 years"	"95"	126	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"96 years"	"96"	121	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"97 years"	"97"	84	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"98 years"	"98"	88	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"99 years"	"99"	56	Not Applicable	Not Applicable
	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"100+ years"	"100"	97	Not Applicable	Not Applicable
"Total"	"2022 "	"2022"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"			13795	39189825	35.2
"Total"	"2022 "	"2022"	"Female"	"F"					61727	168004004	36.7
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"28 years"	"28"	14	384554	Unreliable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"29 years"	"29"	12	389038	Unreliable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"30 years"	"30"	17	393391	Unreliable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"31 years"	"31"	25	399915	6.3
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"32 years"	"32"	21	404553	5.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"33 years"	"33"	27	397333	6.8
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"34 years"	"34"	36	391221	9.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"35 years"	"35"	45	387336	11.6
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"36 years"	"36"	46	385709	11.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"37 years"	"37"	58	380775	15.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"38 years"	"38"	55	368320	14.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"39 years"	"39"	59	371279	15.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"40 years"	"40"	61	368538	16.6
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"41 years"	"41"	49	361612	13.6
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"42 years"	"42"	68	360558	18.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"43 years"	"43"	49	347022	14.1
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"44 years"	"44"	73	339223	21.5
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"45 years"	"45"	81	334554	24.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"46 years"	"46"	84	324589	25.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"47 years"	"47"	91	329518	27.6
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"48 years"	"48"	110	324087	33.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"49 years"	"49"	96	329667	29.1
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"50 years"	"50"	102	349588	29.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"51 years"	"51"	126	376092	33.5
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"52 years"	"52"	149	375731	39.7
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"53 years"	"53"	155	365845	42.4
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"54 years"	"54"	162	362218	44.7
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"55 years"	"55"	165	366643	45.0
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"56 years"	"56"	202	374094	54.0
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"57 years"	"57"	215	386090	55.7
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"58 years"	"58"	253	392809	64.4
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"59 years"	"59"	258	390085	66.1
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"60 years"	"60"	271	389402	69.6
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"61 years"	"61"	258	388158	66.5
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"62 years"	"62"	278	380258	73.1
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"63 years"	"63"	279	371752	75.1
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"64 years"	"64"	253	366816	69.0
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"65 years"	"65"	302	355730	84.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"66 years"	"66"	285	334531	85.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"67 years"	"67"	259	323228	80.1
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"68 years"	"68"	264	307557	85.8
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"69 years"	"69"	267	291651	91.5
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"70 years"	"70"	261	277983	93.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"71 years"	"71"	249	260811	95.5
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"72 years"	"72"	236	246060	95.9
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"73 years"	"73"	240	236996	101.3
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"74 years"	"74"	267	231124	115.5
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"75 years"	"75"	287	243811	117.7
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"76 years"	"76"	235	167422	140.4
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"77 years"	"77"	214	157008	136.3
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"78 years"	"78"	218	150722	144.6
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"79 years"	"79"	239	152015	157.2
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"80 years"	"80"	224	127004	176.4
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"81 years"	"81"	201	109814	183.0
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"82 years"	"82"	225	97834	230.0
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"83 years"	"83"	210	89045	235.8
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"84 years"	"84"	212	81300	260.8
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"85 years"	"85"	212	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"86 years"	"86"	185	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"87 years"	"87"	177	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"88 years"	"88"	172	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"89 years"	"89"	152	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"90 years"	"90"	147	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"91 years"	"91"	131	Not Applicable	Not Applicable
	"2022 "	"2022"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"92 years"	"92"	118	Not Applicable	Not Applicable
